codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
0021205511,0068,2024-04-06T03:10:00.000,11.56254,EL OKAL,CUNDINAMARCA,VILLAGÓMEZ,ALTO MAGDALENA,5.00111111,-73.73333333,TEMPERATURA DEL AIRE A 2 m,°C
2120500204,0068,2024-04-06T13:00:00.000,20.1,IDEAM PUENTE ARANDA,CUNDINAMARCA,BOGOTA D.C,ALTO MAGDALENA,4.62155611,-74.10470889,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T17:16:00.000,23.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T09:10:00.000,13.277,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
0021205511,0068,2024-04-06T10:10:00.000,13.72195,EL OKAL,CUNDINAMARCA,VILLAGÓMEZ,ALTO MAGDALENA,5.00111111,-73.73333333,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T09:02:00.000,18.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0068,2024-04-06T07:00:00.000,17.5,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T05:48:00.000,17.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205525,0068,2024-04-06T01:10:00.000,9.644686,VILLA PINZON-21205525,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.22880556,-73.58475,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T03:32:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T04:42:00.000,17.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0068,2024-04-06T06:00:00.000,17.6,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T13:30:00.000,22.4,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T20:54:00.000,18.5,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T03:18:00.000,18.3,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
0021205526,0068,2024-04-06T21:00:00.000,14.73726,PEDRO PALO,CUNDINAMARCA,TENA,ALTO MAGDALENA,4.69052778,-74.38905556,TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T07:56:00.000,18.1,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
3502500135,0071,2024-04-06T19:16:00.000,19.9,GUAYABETAL POLLO OLIMPICO,CUNDINAMARCA,GUAYABETAL,META,4.22553,-73.81481,GPRS - TEMPERATURA DEL AIRE A 2 m,°C
